,Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Continent,Experience_Range,Race_Category,Latitude,Longitude
639,27,Female,Bachelor's,Product Manager,4,150000,USA,Asian,America,45174,Asian,37.09024,-95.712891
640,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black,America,45174,Black,56.130366,106.346771
641,29,Female,Master's,Data Scientist,6,180000,Canada,Black,America,45174,Black,56.130366,106.346771
642,32,Male,Bachelor's,Software Engineer,8,190000,UK,White,Europe,41913,White,55.378051,-3.435973
643,33,Female,Master's,Product Manager,11,198000,USA,African American,America,41913,Black,37.09024,-95.712891
644,25,Male,Bachelor's,Data Analyst,2,110000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
645,30,Female,PhD,Data Scientist,7,185000,UK,White,Europe,45174,White,55.378051,-3.435973
646,27,Male,Bachelor's,Software Engineer,4,140000,Canada,White,America,45174,White,56.130366,106.346771
647,34,Female,Master's,Product Manager,12,196000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
648,31,Male,Bachelor's,Data Analyst,9,195000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
649,28,Female,Bachelor's,Software Engineer,5,160000,Canada,Black,America,45174,Black,56.130366,106.346771
650,26,Male,Bachelor's,Data Analyst,3,130000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
651,29,Female,Master's,Data Scientist,6,180000,Canada,Black,America,45174,Black,56.130366,106.346771
652,32,Male,Bachelor's,Software Engineer,8,190000,Canada,White,America,41913,White,56.130366,106.346771
653,33,Female,Master's,Product Manager,11,198000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
654,24,Male,Bachelor's,Data Analyst,1,90000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
655,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black,America,45174,Black,56.130366,106.346771
656,25,Female,Bachelor's,Data Analyst,2,110000,UK,White,Europe,0-4,White,55.378051,-3.435973
657,30,Female,PhD,Data Scientist,7,185000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
658,31,Male,Bachelor's,Data Analyst,9,195000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
659,28,Female,Bachelor's,Software Engineer,5,160000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
660,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
661,29,Female,Master's,Data Scientist,6,180000,Canada,Asian,America,45174,Asian,56.130366,106.346771
662,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
663,33,Female,Master's,Product Manager,11,198000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
664,24,Male,Bachelor's,Data Analyst,1,90000,Canada,Black,America,0-4,Black,56.130366,106.346771
665,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black,America,45174,Black,56.130366,106.346771
666,25,Female,Bachelor's,Data Analyst,2,110000,Australia,White,Oceania,0-4,White,25.274398,133.775136
667,30,Female,PhD,Data Scientist,7,185000,USA,White,America,45174,White,37.09024,-95.712891
668,31,Male,Bachelor's,Data Analyst,9,195000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
669,28,Female,Bachelor's,Software Engineer,5,160000,Canada,White,America,45174,White,56.130366,106.346771
670,26,Male,Bachelor's,Data Analyst,3,130000,China,White,Asia,45174,White,35.86166,"104.195397	"
671,29,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
672,32,Male,Bachelor's,Software Engineer,8,190000,USA,African American,America,41913,Black,37.09024,-95.712891
673,33,Female,Master's,Product Manager,11,198000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
674,24,Male,Bachelor's,Data Analyst,1,90000,Australia,White,Oceania,0-4,White,25.274398,133.775136
675,27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian,America,45174,Asian,37.09024,-95.712891
676,23,Male,Bachelor's,Data Analyst,1,90000,USA,White,America,0-4,White,37.09024,-95.712891
677,27,Female,Master's,Data Scientist,4,150000,Canada,Asian,America,45174,Asian,56.130366,106.346771
678,32,Male,Bachelor's,Software Engineer,8,190000,China,White,Asia,41913,White,35.86166,"104.195397	"
679,24,Female,Bachelor's,Product Manager,3,125000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
680,25,Male,Bachelor's,Data Analyst,2,110000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
681,31,Male,Master's,Data Scientist,7,180000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
682,28,Male,Bachelor's,Software Engineer,5,160000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
683,33,Female,Master's,Product Manager,10,195000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
684,26,Male,Bachelor's,Data Analyst,3,130000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
685,30,Female,PhD,Data Scientist,6,170000,Canada,White,America,45174,White,56.130366,106.346771
686,27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian,America,45174,Asian,37.09024,-95.712891
687,34,Female,Master's,Product Manager,11,196000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
688,23,Male,Bachelor's,Data Analyst,1,92000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
689,32,Female,PhD,Data Scientist,9,195000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
690,29,Male,Bachelor's,Software Engineer,6,170000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
691,30,Female,Bachelor's,Product Manager,5,160000,Canada,Asian,America,45174,Asian,56.130366,106.346771
692,26,Male,Bachelor's,Data Analyst,3,135000,UK,White,Europe,45174,White,55.378051,-3.435973
693,31,Female,Master's,Data Scientist,6,180000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
694,28,Male,Bachelor's,Software Engineer,5,165000,Canada,Asian,America,45174,Asian,56.130366,106.346771
695,33,Female,Master's,Product Manager,11,198000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
696,24,Male,Bachelor's,Data Analyst,1,95000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
697,30,Female,PhD,Data Scientist,7,185000,USA,African American,America,45174,Black,37.09024,-95.712891
698,27,Male,Bachelor's,Software Engineer,4,140000,USA,African American,America,45174,Black,37.09024,-95.712891
699,34,Female,Master's,Product Manager,12,196000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
700,25,Male,Bachelor's,Data Analyst,2,115000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
701,29,Female,Master's,Data Scientist,6,180000,Canada,White,America,45174,White,56.130366,106.346771
702,32,Male,Bachelor's,Software Engineer,8,190000,Canada,Asian,America,41913,Asian,56.130366,106.346771
703,27,Female,Bachelor's,Product Manager,4,150000,USA,Asian,America,45174,Asian,37.09024,-95.712891
704,31,Male,Bachelor's,Data Analyst,9,195000,USA,Asian,America,41913,Asian,37.09024,-95.712891
705,28,Female,Bachelor's,Software Engineer,5,160000,Australia,White,Oceania,45174,White,25.274398,133.775136
706,33,Male,Master's,Product Manager,11,198000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
707,26,Female,Bachelor's,Data Analyst,3,130000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
708,30,Male,PhD,Data Scientist,7,185000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
709,27,Female,Bachelor's,Software Engineer,4,140000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
710,34,Male,Master's,Product Manager,12,196000,Canada,Asian,America,41913,Asian,56.130366,106.346771
711,25,Female,Bachelor's,Data Analyst,2,110000,Canada,White,America,0-4,White,56.130366,106.346771
712,32,Male,Bachelor's,Software Engineer,8,190000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
713,29,Female,Master's,Data Scientist,6,180000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
714,30,Male,Bachelor's,Data Analyst,5,160000,UK,White,Europe,45174,White,55.378051,-3.435973
715,33,Female,Master's,Product Manager,11,198000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
716,24,Male,Bachelor's,Data Analyst,1,90000,China,White,Asia,0-4,White,35.86166,"104.195397	"
717,31,Female,PhD,Data Scientist,9,195000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
718,28,Male,Bachelor's,Software Engineer,5,160000,Canada,White,America,45174,White,56.130366,106.346771
719,27,Female,Bachelor's,Product Manager,4,150000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
720,26,Male,Bachelor's,Data Analyst,3,130000,USA,Asian,America,45174,Asian,37.09024,-95.712891
721,29,Female,Master's,Data Scientist,6,180000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
722,32,Male,Bachelor's,Software Engineer,8,190000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
723,33,Female,Master's,Product Manager,11,198000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
724,25,Male,Bachelor's,Data Analyst,2,110000,Australia,White,Oceania,0-4,White,25.274398,133.775136
725,30,Female,PhD,Data Scientist,7,185000,Canada,Asian,America,45174,Asian,56.130366,106.346771
726,27,Male,Bachelor's,Software Engineer,4,140000,USA,White,America,45174,White,37.09024,-95.712891
727,34,Female,Master's,Product Manager,12,196000,USA,Asian,America,41913,Asian,37.09024,-95.712891
728,31,Male,Bachelor's,Data Analyst,9,195000,Canada,Asian,America,41913,Asian,56.130366,106.346771
729,28,Female,Bachelor's,Software Engineer,5,160000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
730,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
731,29,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
732,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
733,33,Female,Master's,Product Manager,11,198000,USA,Asian,America,41913,Asian,37.09024,-95.712891
734,24,Male,Bachelor's,Data Analyst,1,90000,Australia,White,Oceania,0-4,White,25.274398,133.775136
735,27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
736,25,Female,Bachelor's,Data Analyst,2,110000,Australia,White,Oceania,0-4,White,25.274398,133.775136
737,30,Female,PhD,Data Scientist,7,185000,Canada,Black,America,45174,Black,56.130366,106.346771
738,31,Male,Bachelor's,Data Analyst,9,195000,Canada,Black,America,41913,Black,56.130366,106.346771
739,28,Female,Bachelor's,Software Engineer,5,160000,Canada,Asian,America,45174,Asian,56.130366,106.346771
740,26,Male,Bachelor's,Data Analyst,3,130000,USA,Asian,America,45174,Asian,37.09024,-95.712891
741,29,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
742,32,Male,Bachelor's,Software Engineer,8,190000,USA,Asian,America,41913,Asian,37.09024,-95.712891
743,33,Female,Master's,Product Manager,11,198000,USA,White,America,41913,White,37.09024,-95.712891
744,24,Male,Bachelor's,Data Analyst,1,90000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
745,27,Male,Bachelor's,Software Engineer,4,140000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
746,25,Female,Bachelor's,Data Analyst,2,110000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
747,30,Female,PhD,Data Scientist,7,185000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
748,31,Male,Bachelor's,Data Analyst,9,195000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
749,28,Female,Bachelor's,Software Engineer,5,160000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
750,26,Male,Bachelor's,Data Analyst,3,130000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
751,29,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
752,32,Male,Bachelor's,Software Engineer,8,190000,UK,White,Europe,41913,White,55.378051,-3.435973
753,33,Female,Master's,Product Manager,11,198000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
754,24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
755,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Asian,America,45174,Asian,56.130366,106.346771
756,25,Female,Bachelor's,Data Analyst,2,110000,Canada,White,America,0-4,White,56.130366,106.346771
757,30,Female,PhD,Data Scientist,7,185000,Canada,Asian,America,45174,Asian,56.130366,106.346771
758,31,Male,Bachelor's,Data Analyst,9,195000,USA,White,America,41913,White,37.09024,-95.712891
759,28,Female,Bachelor's,Software Engineer,5,160000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
760,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Asian,America,45174,Asian,56.130366,106.346771
761,29,Female,Master's,Data Scientist,6,180000,Australia,White,Oceania,45174,White,25.274398,133.775136
762,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
763,33,Female,Master's,Product Manager,11,198000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
764,24,Male,Bachelor's,Data Analyst,1,90000,China,White,Asia,0-4,White,35.86166,"104.195397	"
765,27,Male,Bachelor's,Software Engineer,4,140000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
766,25,Female,Bachelor's,Data Analyst,2,110000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
767,30,Female,PhD,Data Scientist,7,185000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
768,31,Male,Bachelor's,Data Analyst,9,195000,Canada,White,America,41913,White,56.130366,106.346771
769,28,Female,Bachelor's,Software Engineer,5,160000,USA,White,America,45174,White,37.09024,-95.712891
770,26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black,America,45174,Black,56.130366,106.346771
771,29,Female,Master's,Data Scientist,6,180000,Canada,Black,America,45174,Black,56.130366,106.346771
772,32,Male,Bachelor's,Software Engineer,8,190000,Canada,White,America,41913,White,56.130366,106.346771
773,33,Female,Master's,Product Manager,11,198000,USA,White,America,41913,White,37.09024,-95.712891
774,24,Male,Bachelor's,Data Analyst,1,90000,Australia,White,Oceania,0-4,White,25.274398,133.775136
775,27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
776,25,Female,Bachelor's,Data Analyst,2,110000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
777,30,Female,PhD,Data Scientist,7,185000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
778,31,Male,Bachelor's,Data Analyst,9,195000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
779,28,Female,Bachelor's,Software Engineer,5,160000,USA,African American,America,45174,Black,37.09024,-95.712891
780,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
781,29,Female,Master's,Data Scientist,6,180000,USA,African American,America,45174,Black,37.09024,-95.712891
782,32,Male,Bachelor's,Software Engineer,8,190000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
783,33,Female,Master's,Product Manager,11,198000,UK,White,Europe,41913,White,55.378051,-3.435973
784,24,Male,Bachelor's,Data Analyst,1,90000,UK,White,Europe,0-4,White,55.378051,-3.435973
785,27,Male,Bachelor's,Software Engineer,4,140000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
786,25,Female,Bachelor's,Data Analyst,2,110000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
787,30,Female,PhD,Data Scientist,7,185000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
788,31,Male,Bachelor's,Data Analyst,9,195000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
789,28,Female,Bachelor's,Software Engineer,5,160000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
790,26,Male,Bachelor's,Data Analyst,3,130000,USA,White,America,45174,White,37.09024,-95.712891
791,29,Female,Master's,Data Scientist,6,180000,USA,African American,America,45174,Black,37.09024,-95.712891
792,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
793,33,Female,Master's,Product Manager,11,198000,Canada,Black,America,41913,Black,56.130366,106.346771
794,24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
795,27,Male,Bachelor's,Software Engineer,4,140000,Canada,White,America,45174,White,56.130366,106.346771
796,25,Female,Bachelor's,Data Analyst,2,110000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
797,30,Female,PhD,Data Scientist,7,185000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
798,31,Male,Bachelor's,Data Analyst,9,195000,Canada,White,America,41913,White,56.130366,106.346771
799,28,Female,Bachelor's,Software Engineer,5,160000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
800,26,Male,Bachelor's,Data Analyst,3,130000,China,White,Asia,45174,White,35.86166,"104.195397	"
801,29,Female,Master's,Data Scientist,6,180000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
802,32,Male,Bachelor's,Software Engineer,8,190000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
803,33,Female,Master's,Product Manager,11,198000,USA,Asian,America,41913,Asian,37.09024,-95.712891
804,24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
805,27,Male,Bachelor's,Software Engineer,4,140000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
806,25,Female,Bachelor's,Data Analyst,2,110000,USA,African American,America,0-4,Black,37.09024,-95.712891
807,30,Female,PhD,Data Scientist,7,185000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
808,31,Male,Bachelor's,Data Analyst,9,195000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
809,28,Female,Bachelor's,Software Engineer,5,160000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
810,25,Male,Bachelor's,Data Analyst,3,135000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
811,32,Male,Bachelor's,Software Engineer,8,190000,China,White,Asia,41913,White,35.86166,"104.195397	"
812,29,Female,Master's,Data Scientist,6,180000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
813,30,Male,Bachelor's,Data Analyst,5,160000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
814,24,Male,Bachelor's,Data Analyst,1,95000,Australia,White,Oceania,0-4,White,25.274398,133.775136
815,33,Female,Master's,Product Manager,11,196000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
816,27,Male,Bachelor's,Software Engineer,4,140000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
817,26,Male,Bachelor's,Data Analyst,3,130000,USA,African American,America,45174,Black,37.09024,-95.712891
818,30,Female,PhD,Data Scientist,7,185000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
819,31,Male,Bachelor's,Data Analyst,9,195000,USA,White,America,41913,White,37.09024,-95.712891
820,28,Female,Bachelor's,Software Engineer,5,160000,UK,White,Europe,45174,White,55.378051,-3.435973
821,26,Female,Bachelor's,Data Analyst,3,130000,Canada,Asian,America,45174,Asian,56.130366,106.346771
822,30,Male,PhD,Data Scientist,7,185000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
823,27,Female,Bachelor's,Product Manager,4,150000,Canada,Black,America,45174,Black,56.130366,106.346771
824,24,Male,Bachelor's,Data Analyst,1,90000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
825,33,Male,Master's,Product Manager,11,198000,USA,African American,America,41913,Black,37.09024,-95.712891
826,25,Male,Bachelor's,Data Analyst,2,115000,USA,White,America,0-4,White,37.09024,-95.712891
827,28,Male,Bachelor's,Software Engineer,5,165000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
828,26,Male,Bachelor's,Data Analyst,3,130000,USA,Asian,America,45174,Asian,37.09024,-95.712891
829,29,Female,Master's,Data Scientist,6,180000,Canada,Asian,America,45174,Asian,56.130366,106.346771
830,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
831,33,Female,Master's,Product Manager,11,198000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
832,27,Male,Bachelor's,Software Engineer,4,140000,China,White,Asia,45174,White,35.86166,"104.195397	"
833,31,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
834,30,Male,Bachelor's,Data Analyst,5,160000,China,White,Asia,45174,White,35.86166,"104.195397	"
835,24,Male,Bachelor's,Data Analyst,1,92000,China,White,Asia,0-4,White,35.86166,"104.195397	"
836,28,Female,Bachelor's,Software Engineer,5,160000,China,White,Asia,45174,White,35.86166,"104.195397	"
837,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
838,32,Male,Bachelor's,Software Engineer,8,190000,China,White,Asia,41913,White,35.86166,"104.195397	"
839,33,Female,Master's,Product Manager,11,198000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
840,25,Male,Bachelor's,Data Analyst,2,110000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
841,30,Female,PhD,Data Scientist,7,185000,UK,White,Europe,45174,White,55.378051,-3.435973
842,27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
843,34,Female,Master's,Product Manager,12,196000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
844,31,Male,Bachelor's,Data Analyst,9,195000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
845,28,Female,Bachelor's,Software Engineer,5,160000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
846,26,Male,Bachelor's,Data Analyst,3,130000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
847,29,Female,Master's,Data Scientist,6,180000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
848,32,Male,Bachelor's,Software Engineer,8,190000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
849,33,Female,Master's,Product Manager,11,198000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
850,24,Male,Bachelor's,Data Analyst,1,90000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
851,27,Male,Bachelor's,Software Engineer,4,140000,USA,African American,America,45174,Black,37.09024,-95.712891
852,25,Female,Bachelor's,Data Analyst,2,110000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
853,30,Female,PhD,Data Scientist,7,185000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
854,31,Male,Bachelor's,Data Analyst,9,195000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
855,28,Female,Bachelor's,Software Engineer,5,160000,USA,Asian,America,45174,Asian,37.09024,-95.712891
856,26,Male,Bachelor's,Data Analyst,3,130000,UK,White,Europe,45174,White,55.378051,-3.435973
857,29,Female,Master's,Data Scientist,6,180000,UK,White,Europe,45174,White,55.378051,-3.435973
858,32,Male,Bachelor's,Software Engineer,8,190000,Australia,White,Oceania,41913,White,25.274398,133.775136
859,33,Female,Master's,Product Manager,11,198000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
860,24,Male,Bachelor's,Data Analyst,1,90000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
861,27,Male,Bachelor's,Software Engineer,4,140000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
862,25,Female,Bachelor's,Data Analyst,2,110000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
863,30,Female,PhD,Data Scientist,7,185000,UK,White,Europe,45174,White,55.378051,-3.435973
864,31,Male,Bachelor's,Data Analyst,9,195000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
865,28,Female,Bachelor's,Software Engineer,5,160000,Australia,White,Oceania,45174,White,25.274398,133.775136
866,26,Male,Bachelor's,Data Analyst,3,130000,China,White,Asia,45174,White,35.86166,"104.195397	"
867,29,Female,Master's,Data Scientist,6,180000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
868,32,Male,Bachelor's,Software Engineer,8,190000,Canada,White,America,41913,White,56.130366,106.346771
869,33,Female,Master's,Product Manager,11,198000,USA,African American,America,41913,Black,37.09024,-95.712891
870,24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
871,27,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
872,25,Female,Bachelor's,Data Analyst,2,110000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
873,30,Female,PhD,Data Scientist,7,185000,Canada,Asian,America,45174,Asian,56.130366,106.346771
874,31,Male,Bachelor's,Data Analyst,9,195000,Australia,White,Oceania,41913,White,25.274398,133.775136
875,28,Female,Bachelor's,Software Engineer,5,160000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
876,26,Male,Bachelor's,Data Analyst,3,130000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
877,29,Female,Master's,Data Scientist,6,180000,USA,White,America,45174,White,37.09024,-95.712891
878,32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
879,33,Female,Master's,Product Manager,11,198000,China,White,Asia,41913,White,35.86166,"104.195397	"
880,24,Male,Bachelor's,Data Analyst,1,90000,China,White,Asia,0-4,White,35.86166,"104.195397	"
881,27,Male,Bachelor's,Software Engineer,4,140000,Canada,Asian,America,45174,Asian,56.130366,106.346771
882,25,Female,Bachelor's,Data Analyst,2,110000,Canada,Black,America,0-4,Black,56.130366,106.346771
883,30,Female,PhD,Data Scientist,7,185000,Canada,Asian,America,45174,Asian,56.130366,106.346771
884,31,Male,Bachelor's,Data Analyst,9,195000,Canada,White,America,41913,White,56.130366,106.346771
885,28,Female,Bachelor's,Software Engineer,5,160000,USA,White,America,45174,White,37.09024,-95.712891
886,26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
887,29,Female,Master's,Data Scientist,6,180000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
888,32,Male,Bachelor's,Software Engineer,8,190000,USA,White,America,41913,White,37.09024,-95.712891
889,33,Female,Master's,Product Manager,11,198000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
890,24,Male,Bachelor's,Data Analyst,1,90000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
891,27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
892,25,Female,Bachelor's,Data Analyst,2,110000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
893,30,Female,PhD,Data Scientist,7,185000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
894,31,Male,Bachelor's,Data Analyst,9,195000,USA,White,America,41913,White,37.09024,-95.712891
895,28,Female,Bachelor's,Software Engineer,5,160000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
896,26,Male,Bachelor's,Data Analyst,3,130000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
897,29,Female,Master's,Data Scientist,6,180000,Australia,White,Oceania,45174,White,25.274398,133.775136
898,32,Male,Bachelor's,Software Engineer,8,190000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
899,33,Female,Master's,Product Manager,11,198000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
900,24,Male,Bachelor's,Data Analyst,1,90000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
901,27,Male,Bachelor's,Software Engineer,4,140000,Australia,White,Oceania,45174,White,25.274398,133.775136
902,25,Female,Bachelor's,Data Analyst,2,110000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
903,30,Female,PhD,Data Scientist,7,185000,Canada,Asian,America,45174,Asian,56.130366,106.346771
904,31,Male,Bachelor's,Data Analyst,9,195000,USA,African American,America,41913,Black,37.09024,-95.712891
